ID,division,name,engName,pinyinName,bottom,superior
1886,430725,桃源县,,taoyuanxian,1,430700
1887,430726,石门县,,shimenxian,1,430700
1888,430781,津市市,,jinshishi,1,430700
1889,430800,张家界市,,zhangjiajieshi,FALSE,430000
1890,430802,永定区,,yongdingqu,1,430800
1891,430811,武陵源区,,wulingyuanqu,1,430800
1892,430821,慈利县,,cilixian,1,430800
1893,430822,桑植县,,sangzhixian,1,430800
1894,430900,益阳市,,yiyangshi,FALSE,430000
1895,430902,资阳区,,ziyangqu,1,430900
1896,430903,赫山区,,heshanqu,1,430900
1897,430921,南县,,nanxian,1,430900
1898,430922,桃江县,,taojiangxian,1,430900
1899,430923,安化县,,anhuaxian,1,430900
1900,430981,沅江市,,jiangshi,1,430900
1901,431000,郴州市,,chenzhoushi,FALSE,430000
1902,431002,北湖区,,beihuqu,1,431000
1903,431028,安仁县,,anrenxian,1,431000
1904,431027,桂东县,,guidongxian,1,431000
1905,431026,汝城县,,ruchengxian,1,431000
1906,431025,临武县,,linwuxian,1,431000
1907,431024,嘉禾县,,jiahexian,1,431000
1908,431023,永兴县,,yongxingxian,1,431000
1909,431022,宜章县,,yizhangxian,1,431000
1910,431021,桂阳县,,guiyangxian,1,431000
1911,431003,苏仙区,,suxianqu,1,431000
1912,431081,资兴市,,zixingshi,1,431000
1913,431100,永州市,,yongzhoushi,FALSE,430000
1914,431102,零陵区,,linglingqu,1,431100
1915,431128,新田县,,xintianxian,1,431100
1916,431127,蓝山县,,lanshanxian,1,431100
1917,431126,宁远县,,ningyuanxian,1,431100
1918,431125,江永县,,jiangyongxian,1,431100
1919,431124,道县,,daoxian,1,431100
1920,431123,双牌县,,shuangpaixian,1,431100
1921,431122,东安县,,donganxian,1,431100
1922,431121,祁阳县,,qiyangxian,1,431100
1923,431103,冷水滩区,,lengshuitanqu,1,431100
1924,431129,江华瑶族自治县,,jianghuayaozuzizhixian,1,431100
1925,431200,怀化市,,huaihuashi,FALSE,430000
1926,431202,鹤城区,,hechengqu,1,431200
1927,431230,通道侗族自治县,,tongdaodongzuzizhixian,1,431200
1928,431229,靖州苗族侗族自治县,,jingzhoumiaozudongzuzizhixian,1,431200
1929,431228,芷江侗族自治县,,jiangdongzuzizhixian,1,431200
1930,431227,新晃侗族自治县,,xinhuangdongzuzizhixian,1,431200
1931,431226,麻阳苗族自治县,,mayangmiaozuzizhixian,1,431200
1932,431225,会同县,,huitongxian,1,431200
1933,431224,溆浦县,,puxian,1,431200
1934,431223,辰溪县,,chenxixian,1,431200
1935,431222,沅陵县,,lingxian,1,431200
1936,431221,中方县,,zhongfangxian,1,431200
1937,431281,洪江市,,hongjiangshi,1,431200
1938,431300,娄底市,,loudishi,FALSE,430000
1939,431302,娄星区,,louxingqu,1,431300
1940,431321,双峰县,,shuangfengxian,1,431300
1941,431322,新化县,,xinhuaxian,1,431300
1942,431381,冷水江市,,lengshuijiangshi,1,431300
1943,431382,涟源市,,lianyuanshi,1,431300
1944,433100,湘西土家族苗族自治州,,xiangxitujiazumiaozuzizhizhou,FALSE,430000
1945,433101,吉首市,,jishoushi,1,433100
1946,433122,泸溪县,,xixian,1,433100
1947,433123,凤凰县,,fenghuangxian,1,433100
1948,433124,花垣县,,huayuanxian,1,433100
1949,433125,保靖县,,baojingxian,1,433100
1950,433126,古丈县,,guzhangxian,1,433100
1951,433127,永顺县,,yongshunxian,1,433100
1952,433130,龙山县,,longshanxian,1,433100
1953,440000,广东,,guangdong,FALSE,0
1954,440100,广州市,,guangzhoushi,FALSE,440000
1955,440103,荔湾区,,liwanqu,1,440100
1956,440183,增城市,,zengchengshi,1,440100
1957,440116,萝岗区,,luogangqu,1,440100
1958,440115,南沙区,,nanshaqu,1,440100
1959,440114,花都区,,huaduqu,1,440100
1960,440113,番禺区,,fanqu,1,440100
1961,440112,黄埔区,,huangpuqu,1,440100
1962,440111,白云区,,baiyunqu,1,440100
1963,440106,天河区,,tianhequ,1,440100
1964,440105,海珠区,,haizhuqu,1,440100
1965,440104,越秀区,,yuexiuqu,1,440100
1966,440184,从化市,,conghuashi,1,440100
1967,440200,韶关市,,shaoguanshi,FALSE,440000
1968,440203,武江区,,wujiangqu,1,440200
1969,440281,乐昌市,,lechangshi,1,440200
1970,440233,新丰县,,xinfengxian,1,440200
1971,440232,乳源瑶族自治县,,ruyuanyaozuzizhixian,1,440200
1972,440229,翁源县,,wengyuanxian,1,440200
1973,440224,仁化县,,renhuaxian,1,440200
1974,440222,始兴县,,shixingxian,1,440200
1975,440205,曲江区,,qujiangqu,1,440200
1976,440204,浈江区,,jiangqu,1,440200
1977,440282,南雄市,,nanxiongshi,1,440200
1978,440300,深圳市,,shenshi,FALSE,440000
1979,440303,罗湖区,,luohuqu,1,440300
1980,440304,福田区,,futianqu,1,440300
1981,440305,南山区,,nanshanqu,1,440300
1982,440306,宝安区,,baoanqu,1,440300
1983,440307,龙岗区,,longgangqu,1,440300
1984,440308,盐田区,,yantianqu,1,440300
1985,440400,珠海市,,zhuhaishi,FALSE,440000
1986,440402,香洲区,,xiangzhouqu,1,440400
1987,440403,斗门区,,doumenqu,1,440400
1988,440404,金湾区,,jinwanqu,1,440400
1989,440500,汕头市,,shantoushi,FALSE,440000
1990,440507,龙湖区,,longhuqu,1,440500
1991,440511,金平区,,jinpingqu,1,440500
1992,440512,濠江区,,jiangqu,1,440500
1993,440513,潮阳区,,chaoyangqu,1,440500
1994,440514,潮南区,,chaonanqu,1,440500
1995,440515,澄海区,,chenghaiqu,1,440500
1996,440523,南澳县,,nanaoxian,1,440500
1997,440600,佛山市,,foshanshi,FALSE,440000
1998,440604,禅城区,,chengqu,1,440600
1999,440605,南海区,,nanhaiqu,1,440600
2000,440606,顺德区,,shundequ,1,440600
2001,440607,三水区,,sanshuiqu,1,440600
2002,440608,高明区,,gaomingqu,1,440600
2003,440700,江门市,,jiangmenshi,FALSE,440000
2004,440703,蓬江区,,pengjiangqu,1,440700
2005,440704,江海区,,jianghaiqu,1,440700
2006,440705,新会区,,xinhuiqu,1,440700
2007,440781,台山市,,taishanshi,1,440700
2008,440783,开平市,,kaipingshi,1,440700
2009,440784,鹤山市,,heshanshi,1,440700
2010,440785,恩平市,,enpingshi,1,440700
2011,440800,湛江市,,zhanjiangshi,FALSE,440000
2012,440802,赤坎区,,chikanqu,1,440800
2013,440803,霞山区,,xiashanqu,1,440800
2014,440804,坡头区,,potouqu,1,440800
2015,440811,麻章区,,mazhangqu,1,440800
2016,440823,遂溪县,,suixixian,1,440800
2017,440825,徐闻县,,xuwenxian,1,440800
2018,440881,廉江市,,lianjiangshi,1,440800
2019,440882,雷州市,,leizhoushi,1,440800
2020,440883,吴川市,,wuchuanshi,1,440800
2021,440900,茂名市,,maomingshi,FALSE,440000
2022,440902,茂南区,,maonanqu,1,440900
2023,440903,茂港区,,maogangqu,1,440900
2024,440923,电白县,,dianbaixian,1,440900
2025,440981,高州市,,gaozhoushi,1,440900
2026,440982,化州市,,huazhoushi,1,440900
2027,440983,信宜市,,xinyishi,1,440900
2028,441200,肇庆市,,zhaoqingshi,FALSE,440000
2029,441202,端州区,,duanzhouqu,1,441200
2030,441203,鼎湖区,,dinghuqu,1,441200
2031,441223,广宁县,,guangningxian,1,441200
2032,441224,怀集县,,huaijixian,1,441200
2033,441225,封开县,,fengkaixian,1,441200
2034,441226,德庆县,,deqingxian,1,441200
2035,441283,高要市,,gaoyaoshi,1,441200
2036,441284,四会市,,sihuishi,1,441200
2037,441300,惠州市,,huizhoushi,FALSE,440000
2038,441302,惠城区,,huichengqu,1,441300
2039,441303,惠阳区,,huiyangqu,1,441300
2040,441322,博罗县,,boluoxian,1,441300
2041,441323,惠东县,,huidongxian,1,441300
2042,441324,龙门县,,longmenxian,1,441300
2043,441400,梅州市,,meizhoushi,FALSE,440000
2044,441402,梅江区,,meijiangqu,1,441400
2045,441421,梅县,,meixian,1,441400
2046,441422,大埔县,,dapuxian,1,441400
2047,441423,丰顺县,,fengshunxian,1,441400
2048,441424,五华县,,wuhuaxian,1,441400
2049,441426,平远县,,pingyuanxian,1,441400
2050,441427,蕉岭县,,jiaolingxian,1,441400
2051,441481,兴宁市,,xingningshi,1,441400
2052,441500,汕尾市,,shanweishi,FALSE,440000
2053,441502,城区,,chengqu,1,441500
2054,441521,海丰县,,haifengxian,1,441500
2055,441523,陆河县,,luhexian,1,441500
2056,441581,陆丰市,,lufengshi,1,441500
2057,441600,河源市,,heyuanshi,FALSE,440000
2058,441602,源城区,,yuanchengqu,1,441600
2059,441621,紫金县,,zijinxian,1,441600
2060,441622,龙川县,,longchuanxian,1,441600
2061,441623,连平县,,lianpingxian,1,441600
2062,441624,和平县,,hepingxian,1,441600
2063,441625,东源县,,dongyuanxian,1,441600
2064,441700,阳江市,,yangjiangshi,FALSE,440000
2065,441702,江城区,,jiangchengqu,1,441700
2066,441721,阳西县,,yangxixian,1,441700
2067,441723,阳东县,,yangdongxian,1,441700
2068,441781,阳春市,,yangchunshi,1,441700
2069,441800,清远市,,qingyuanshi,FALSE,440000
2070,441802,清城区,,qingchengqu,1,441800
2071,441821,佛冈县,,fogangxian,1,441800
2072,441823,阳山县,,yangshanxian,1,441800
2073,441825,连山壮族瑶族自治县,,lianshanzhuangzuyaozuzizhixian,1,441800
2074,441826,连南瑶族自治县,,liannanyaozuzizhixian,1,441800
2075,441827,清新县,,qingxinxian,1,441800
2076,441881,英德市,,yingdeshi,1,441800
2077,441882,连州市,,lianzhoushi,1,441800
2078,441900,东莞市,,dongshi,1,440000
2079,442000,中山市,,zhongshanshi,1,440000
2080,445100,潮州市,,chaozhoushi,FALSE,440000
2081,445102,湘桥区,,xiangqiaoqu,1,445100
2082,445121,潮安县,,chaoanxian,1,445100
2083,445122,饶平县,,raopingxian,1,445100
2084,445200,揭阳市,,jieyangshi,FALSE,440000
2085,445202,榕城区,,chengqu,1,445200
2086,445221,揭东县,,jiedongxian,1,445200
2087,445222,揭西县,,jiexixian,1,445200
2088,445224,惠来县,,huilaixian,1,445200
2089,445281,普宁市,,puningshi,1,445200
2090,445300,云浮市,,yunfushi,FALSE,440000
2091,445302,云城区,,yunchengqu,1,445300
2092,445321,新兴县,,xinxingxian,1,445300
2093,445322,郁南县,,yunanxian,1,445300
2094,445323,云安县,,yunanxian,1,445300
2095,445381,罗定市,,luodingshi,1,445300
2096,450000,广西,,guangxi,FALSE,0
2097,450100,南宁市,,nanningshi,FALSE,450000
2098,450102,兴宁区,,xingningqu,1,450100
2099,450126,宾阳县,,binyangxian,1,450100
2100,450125,上林县,,shanglinxian,1,450100
2101,450124,马山县,,mashanxian,1,450100
2102,450123,隆安县,,longanxian,1,450100
2103,450122,武鸣县,,wumingxian,1,450100
2104,450109,邕宁区,,ningqu,1,450100
2105,450108,良庆区,,liangqingqu,1,450100
2106,450107,西乡塘区,,xixiangtangqu,1,450100
2107,450105,江南区,,jiangnanqu,1,450100
2108,450103,青秀区,,qingxiuqu,1,450100
2109,450127,横县,,hengxian,1,450100
2110,450200,柳州市,,liuzhoushi,FALSE,450000
2111,450202,城中区,,chengzhongqu,1,450200
2112,450225,融水苗族自治县,,rongshuimiaozuzizhixian,1,450200
2113,450224,融安县,,ronganxian,1,450200
2114,450223,鹿寨县,,luzhaixian,1,450200
2115,450222,柳城县,,liuchengxian,1,450200
2116,450221,柳江县,,liujiangxian,1,450200
2117,450205,柳北区,,liubeiqu,1,450200
2118,450204,柳南区,,liunanqu,1,450200
2119,450203,鱼峰区,,yufengqu,1,450200
2120,450226,三江侗族自治县,,sanjiangdongzuzizhixian,1,450200
2121,450300,桂林市,,guilinshi,FALSE,450000
2122,450302,秀峰区,,xiufengqu,1,450300
2123,450331,荔蒲县,,lipuxian,1,450300
2124,450330,平乐县,,pinglexian,1,450300
2125,450329,资源县,,ziyuanxian,1,450300
2126,450328,龙胜各族自治县,,longshenggezuzizhixian,1,450300
2127,450327,灌阳县,,guanyangxian,1,450300
2128,450326,永福县,,yongfuxian,1,450300
2129,450325,兴安县,,xinganxian,1,450300
2130,450324,全州县,,quanzhouxian,1,450300
2131,450323,灵川县,,lingchuanxian,1,450300
2132,450322,临桂县,,linguixian,1,450300
2133,450321,阳朔县,,yangshuoxian,1,450300
2134,450311,雁山区,,yanshanqu,1,450300
2135,450305,七星区,,qixingqu,1,450300
2136,450304,象山区,,xiangshanqu,1,450300
2137,450303,叠彩区,,diecaiqu,1,450300
2138,450332,恭城瑶族自治县,,gongchengyaozuzizhixian,1,450300
2139,450400,梧州市,,wuzhoushi,FALSE,450000
2140,450403,万秀区,,wanxiuqu,1,450400
2141,450404,蝶山区,,dieshanqu,1,450400
2142,450405,长洲区,,changzhouqu,1,450400
2143,450421,苍梧县,,cangwuxian,1,450400
2144,450422,藤县,,tengxian,1,450400
2145,450423,蒙山县,,mengshanxian,1,450400
2146,450481,岑溪市,,xishi,1,450400
2147,450500,北海市,,beihaishi,FALSE,450000
2148,450502,海城区,,haichengqu,1,450500
2149,450503,银海区,,yinhaiqu,1,450500
2150,450512,铁山港区,,tieshangangqu,1,450500
2151,450521,合浦县,,hepuxian,1,450500
2152,450600,防城港市,,fangchenggangshi,FALSE,450000
2153,450602,港口区,,gangkouqu,1,450600
2154,450603,防城区,,fangchengqu,1,450600
2155,450621,上思县,,shangsixian,1,450600
2156,450681,东兴市,,dongxingshi,1,450600
2157,450700,钦州市,,qinzhoushi,FALSE,450000
2158,450702,钦南区,,qinnanqu,1,450700
2159,450703,钦北区,,qinbeiqu,1,450700
2160,450721,灵山县,,lingshanxian,1,450700
2161,450722,浦北县,,pubeixian,1,450700
2162,450800,贵港市,,guigangshi,FALSE,450000
2163,450802,港北区,,gangbeiqu,1,450800
2164,450803,港南区,,gangnanqu,1,450800
2165,450804,覃塘区,,tangqu,1,450800
2166,450821,平南县,,pingnanxian,1,450800
2167,450881,桂平市,,guipingshi,1,450800
2168,450900,玉林市,,yulinshi,FALSE,450000
2169,450902,玉州区,,yuzhouqu,1,450900
2170,450921,容县,,rongxian,1,450900
2171,450922,陆川县,,luchuanxian,1,450900
2172,450923,博白县,,bobaixian,1,450900
2173,450924,兴业县,,xingyexian,1,450900
2174,450981,北流市,,beiliushi,1,450900
2175,451000,百色市,,baiseshi,FALSE,450000
2176,451002,右江区,,youjiangqu,1,451000
2177,451030,西林县,,xilinxian,1,451000
2178,451029,田林县,,tianlinxian,1,451000
2179,451028,乐业县,,leyexian,1,451000
2180,451027,凌云县,,lingyunxian,1,451000
2181,451026,那坡县,,napoxian,1,451000
2182,451025,靖西县,,jingxixian,1,451000
2183,451024,德保县,,debaoxian,1,451000
2184,451023,平果县,,pingguoxian,1,451000
2185,451022,田东县,,tiandongxian,1,451000
2186,451021,田阳县,,tianyangxian,1,451000
2187,451031,隆林各族自治县,,longlingezuzizhixian,1,451000
2188,451100,贺州市,,hezhoushi,FALSE,450000
2189,451102,八步区,,babuqu,1,451100
2190,451121,昭平县,,zhaopingxian,1,451100
2191,451122,钟山县,,zhongshanxian,1,451100
2192,451123,富川瑶族自治县,,fuchuanyaozuzizhixian,1,451100
2193,451200,河池市,,hechishi,FALSE,450000
2194,451202,金城江区,,jinchengjiangqu,1,451200
2195,451229,大化瑶族自治县,,dahuayaozuzizhixian,1,451200
2196,451228,都安瑶族自治县,,duanyaozuzizhixian,1,451200
2197,451227,巴马瑶族自治县,,bamayaozuzizhixian,1,451200
2198,451226,环江毛南族自治县,,huanjiangmaonanzuzizhixian,1,451200
2199,451225,罗城仫佬族自治县,,luochenglaozuzizhixian,1,451200
2200,451224,东兰县,,donglanxian,1,451200
2201,451223,凤山县,,fengshanxian,1,451200
2202,451222,天峨县,,tianexian,1,451200
2203,451221,南丹县,,nandanxian,1,451200
2204,451281,宜州市,,yizhoushi,1,451200
2205,451300,来宾市,,laibinshi,FALSE,450000
2206,451302,兴宾区,,xingbinqu,1,451300
2207,451321,忻城县,,xinchengxian,1,451300
2208,451322,象州县,,xiangzhouxian,1,451300
2209,451323,武宣县,,wuxuanxian,1,451300
2210,451324,金秀瑶族自治县,,jinxiuyaozuzizhixian,1,451300
2211,451381,合山市,,heshanshi,1,451300
2212,451400,崇左市,,chongzuoshi,FALSE,450000
2213,451402,江洲区,,jiangzhouqu,1,451400
2214,451421,扶绥县,,fusuixian,1,451400
2215,451422,宁明县,,ningmingxian,1,451400
2216,451423,龙州县,,longzhouxian,1,451400
2217,451424,大新县,,daxinxian,1,451400
2218,451425,天等县,,tiandengxian,1,451400
2219,451481,凭祥市,,pingxiangshi,1,451400
2220,460000,海南,,hainan,FALSE,0
2221,460100,海口市,,haikoushi,FALSE,460000
2222,460105,秀英区,,xiuyingqu,1,460100
2223,460106,龙华区,,longhuaqu,1,460100
2224,460107,琼山区,,qiongshanqu,1,460100
2225,460108,美兰区,,meilanqu,1,460100
2226,460200,三亚市,,sanyashi,1,460000
2227,469000,省直辖县级行政区划,,shengzhixiaxianjixingzhengquhua,FALSE,460000
2228,469001,五指山市,,wuzhishanshi,1,469000
2229,469032,南沙群岛,,nanshaqundao,1,469000
2230,469031,西沙群岛,,xishaqundao,1,469000
2231,469030,琼中黎族苗族自治县,,qiongzhonglizumiaozuzizhixian,1,469000
2232,469029,保亭黎族苗族自治县,,baotinglizumiaozuzizhixian,1,469000
2233,469028,陵水黎族自治县,,lingshuilizuzizhixian,1,469000
2234,469027,乐东黎族自治县,,ledonglizuzizhixian,1,469000
2235,469026,昌江黎族自治县,,changjianglizuzizhixian,1,469000
2236,469025,白沙黎族自治县,,baishalizuzizhixian,1,469000
2237,469024,临高县,,lingaoxian,1,469000
2238,469023,澄迈县,,chengmaixian,1,469000
2239,469022,屯昌县,,tunchangxian,1,469000
2240,469021,定安县,,dinganxian,1,469000
2241,469007,东方市,,dongfangshi,1,469000
2242,469006,万宁市,,wanningshi,1,469000
2243,469005,文昌市,,wenchangshi,1,469000
2244,469003,儋州市,,zhoushi,1,469000
2245,469002,琼海市,,qionghaishi,1,469000
2246,469033,中沙群岛的岛礁及其海域,,zhongshaqundaodedaojiaojiqihaiyu,1,469000
2247,500000,重庆市,,zhongqingshi,FALSE,0
2248,500101,万州区,,wanzhouqu,1,500000
2249,500102,涪陵区,,fulingqu,1,500000
2250,500103,渝中区,,yuzhongqu,1,500000
2251,500104,大渡口区,,dadukouqu,1,500000
2252,500105,江北区,,jiangbeiqu,1,500000
2253,500106,沙坪坝区,,shapingbaqu,1,500000
2254,500107,九龙坡区,,jiulongpoqu,1,500000
2255,500108,南岸区,,nananqu,1,500000
2256,500109,北碚区,,beiqu,1,500000
2257,500110,万盛区,,wanshengqu,1,500000
2258,500111,双桥区,,shuangqiaoqu,1,500000
2259,500112,渝北区,,yubeiqu,1,500000
2260,500113,巴南区,,bananqu,1,500000
2261,500114,黔江区,,qianjiangqu,1,500000
2262,500115,长寿区,,changshouqu,1,500000
2263,500116,江津区,,jiangjinqu,1,500000
2264,500117,合川区,,hechuanqu,1,500000
2265,500118,永川区,,yongchuanqu,1,500000
2266,500119,南川区,,nanchuanqu,1,500000
2267,500222,綦江县,,jiangxian,1,500000
2268,500223,潼南县,,nanxian,1,500000
2269,500224,铜梁县,,tongliangxian,1,500000
2270,500225,大足县,,dazuxian,1,500000
2271,500226,荣昌县,,rongchangxian,1,500000
2272,500227,璧山县,,shanxian,1,500000
2273,500228,梁平县,,liangpingxian,1,500000
2274,500229,城口县,,chengkouxian,1,500000
2275,500230,丰都县,,fengduxian,1,500000
2276,500231,垫江县,,dianjiangxian,1,500000
2277,500232,武隆县,,wulongxian,1,500000
2278,500233,忠县,,zhongxian,1,500000
2279,500234,开县,,kaixian,1,500000
2280,500235,云阳县,,yunyangxian,1,500000
2281,500236,奉节县,,fengjiexian,1,500000
2282,500237,巫山县,,wushanxian,1,500000
2283,500238,巫溪县,,wuxixian,1,500000
2284,500240,石柱土家族自治县,,shizhutujiazuzizhixian,1,500000
2285,500241,秀山土家族苗族自治县,,xiushantujiazumiaozuzizhixian,1,500000
2286,500242,酉阳土家族苗族自治县,,youyangtujiazumiaozuzizhixian,1,500000
2287,500243,彭水苗族土家族自治县,,pengshuimiaozutujiazuzizhixian,1,500000
2288,510000,四川,,sichuan,FALSE,0
2289,510100,成都市,,chengdushi,FALSE,510000
2290,510104,锦江区,,jinjiangqu,1,510100
2291,510183,邛崃市,,shi,1,510100
2292,510182,彭州市,,pengzhoushi,1,510100
2293,510181,都江堰市,,dujiangyanshi,1,510100
2294,510132,新津县,,xinjinxian,1,510100
2295,510131,蒲江县,,pujiangxian,1,510100
2296,510129,大邑县,,dayixian,1,510100
2297,510124,郫县,,xian,1,510100
2298,510122,双流县,,shuangliuxian,1,510100
2299,510121,金堂县,,jintangxian,1,510100
2300,510115,温江区,,wenjiangqu,1,510100
2301,510114,新都区,,xinduqu,1,510100
2302,510113,青白江区,,qingbaijiangqu,1,510100
2303,510112,龙泉驿区,,longquanqu,1,510100
2304,510108,成华区,,chenghuaqu,1,510100
2305,510107,武侯区,,wuhouqu,1,510100
2306,510106,金牛区,,jinniuqu,1,510100
2307,510105,青羊区,,qingyangqu,1,510100
2308,510184,崇州市,,chongzhoushi,1,510100
2309,510300,自贡市,,zigongshi,FALSE,510000
2310,510302,自流井区,,ziliujingqu,1,510300
2311,510303,贡井区,,gongjingqu,1,510300
2312,510304,大安区,,daanqu,1,510300
2313,510311,沿滩区,,yantanqu,1,510300
2314,510321,荣县,,rongxian,1,510300
2315,510322,富顺县,,fushunxian,1,510300
2316,510400,攀枝花市,,panzhihuashi,FALSE,510000
2317,510402,东区,,dongqu,1,510400
2318,510403,西区,,xiqu,1,510400
2319,510411,仁和区,,renhequ,1,510400
2320,510421,米易县,,miyixian,1,510400
2321,510422,盐边县,,yanbianxian,1,510400
2322,510500,泸州市,,zhoushi,FALSE,510000
2323,510502,江阳区,,jiangyangqu,1,510500
2324,510503,纳溪区,,naxiqu,1,510500
2325,510504,龙马潭区,,longmatanqu,1,510500
2326,510521,泸县,,xian,1,510500
2327,510522,合江县,,hejiangxian,1,510500
2328,510524,叙永县,,xuyongxian,1,510500
2329,510525,古蔺县,,guxian,1,510500
2330,510600,德阳市,,deyangshi,FALSE,510000
2331,510603,旌阳区,,yangqu,1,510600
2332,510623,中江县,,zhongjiangxian,1,510600
2333,510626,罗江县,,luojiangxian,1,510600
2334,510681,广汉市,,guanghanshi,1,510600
2335,510682,什邡市,,shishi,1,510600
2336,510683,绵竹市,,mianzhushi,1,510600
2337,510700,绵阳市,,mianyangshi,FALSE,510000
2338,510703,涪城区,,fuchengqu,1,510700
2339,510704,游仙区,,youxianqu,1,510700
2340,510722,三台县,,santaixian,1,510700
2341,510723,盐亭县,,yantingxian,1,510700
2342,510724,安县,,anxian,1,510700
2343,510725,梓潼县,,xian,1,510700
2344,510726,北川羌族自治县,,beichuanqiangzuzizhixian,1,510700
2345,510727,平武县,,pingwuxian,1,510700
2346,510781,江油市,,jiangyoushi,1,510700
2347,510800,广元市,,guangyuanshi,FALSE,510000
2348,510802,利州区,,lizhouqu,1,510800
2349,510811,元坝区,,yuanbaqu,1,510800
2350,510812,朝天区,,chaotianqu,1,510800
2351,510821,旺苍县,,wangcangxian,1,510800
2352,510822,青川县,,qingchuanxian,1,510800
2353,510823,剑阁县,,jiangexian,1,510800
2354,510824,苍溪县,,cangxixian,1,510800
2355,510900,遂宁市,,suiningshi,FALSE,510000
2356,510903,船山区,,chuanshanqu,1,510900
2357,510904,安居区,,anjuqu,1,510900
2358,510921,蓬溪县,,pengxixian,1,510900
2359,510922,射洪县,,shehongxian,1,510900
2360,510923,大英县,,dayingxian,1,510900
2361,511000,内江市,,neijiangshi,FALSE,510000
2362,511002,市中区,,shizhongqu,1,511000
2363,511011,东兴区,,dongxingqu,1,511000
2364,511024,威远县,,weiyuanxian,1,511000
2365,511025,资中县,,zizhongxian,1,511000
2366,511028,隆昌县,,longchangxian,1,511000
2367,511100,乐山市,,leshanshi,FALSE,510000
2368,511102,市中区,,shizhongqu,1,511100
2369,511133,马边彝族自治县,,mabianyizuzizhixian,1,511100
2370,511132,峨边彝族自治县,,ebianyizuzizhixian,1,511100
2371,511129,沐川县,,chuanxian,1,511100
2372,511126,夹江县,,jiajiangxian,1,511100
2373,511124,井研县,,jingyanxian,1,511100
2374,511123,犍为县,,weixian,1,511100
2375,511113,金口河区,,jinkouhequ,1,511100
2376,511112,五通桥区,,wutongqiaoqu,1,511100
2377,511111,沙湾区,,shawanqu,1,511100
2378,511181,峨眉山市,,emeishanshi,1,511100
2379,511300,南充市,,nanchongshi,FALSE,510000
2380,511302,顺庆区,,shunqingqu,1,511300
2381,511303,高坪区,,gaopingqu,1,511300
2382,511304,嘉陵区,,jialingqu,1,511300
2383,511321,南部县,,nanbuxian,1,511300
2384,511322,营山县,,yingshanxian,1,511300
2385,511323,蓬安县,,penganxian,1,511300
2386,511324,仪陇县,,yilongxian,1,511300
2387,511325,西充县,,xichongxian,1,511300
2388,511381,阆中市,,zhongshi,1,511300
2389,511400,眉山市,,meishanshi,FALSE,510000
2390,511402,东坡区,,dongpoqu,1,511400
2391,511421,仁寿县,,renshouxian,1,511400
2392,511422,彭山县,,pengshanxian,1,511400
2393,511423,洪雅县,,hongyaxian,1,511400
2394,511424,丹棱县,,danlengxian,1,511400
2395,511425,青神县,,qingshenxian,1,511400
2396,511500,宜宾市,,yibinshi,FALSE,510000
2397,511502,翠屏区,,cuipingqu,1,511500
2398,511528,兴文县,,xingwenxian,1,511500
2399,511527,筠连县,,lianxian,1,511500
2400,511526,珙县,,xian,1,511500
2401,511525,高县,,gaoxian,1,511500
2402,511524,长宁县,,changningxian,1,511500
2403,511523,江安县,,jianganxian,1,511500
2404,511522,南溪县,,nanxixian,1,511500
2405,511521,宜宾县,,yibinxian,1,511500
2406,511529,屏山县,,pingshanxian,1,511500
2407,511600,广安市,,guanganshi,FALSE,510000
2408,511602,广安区,,guanganqu,1,511600
2409,511621,岳池县,,yuechixian,1,511600
2410,511622,武胜县,,wushengxian,1,511600
2411,511623,邻水县,,linshuixian,1,511600
2412,511681,华蓥市,,huashi,1,511600
2413,511700,达州市,,dazhoushi,FALSE,510000
2414,511702,通川区,,tongchuanqu,1,511700
2415,511721,达县,,daxian,1,511700
2416,511722,宣汉县,,xuanhanxian,1,511700
2417,511723,开江县,,kaijiangxian,1,511700
2418,511724,大竹县,,dazhuxian,1,511700
2419,511725,渠县,,quxian,1,511700
2420,511781,万源市,,wanyuanshi,1,511700
2421,511800,雅安市,,yaanshi,FALSE,510000
2422,511802,雨城区,,yuchengqu,1,511800
2423,511821,名山县,,mingshanxian,1,511800
2424,511822,荥经县,,jingxian,1,511800
2425,511823,汉源县,,hanyuanxian,1,511800
2426,511824,石棉县,,shimianxian,1,511800
2427,511825,天全县,,tianquanxian,1,511800
2428,511826,芦山县,,lushanxian,1,511800
2429,511827,宝兴县,,baoxingxian,1,511800
2430,511900,巴中市,,bazhongshi,FALSE,510000
2431,511902,巴州区,,bazhouqu,1,511900
2432,511921,通江县,,tongjiangxian,1,511900
2433,511922,南江县,,nanjiangxian,1,511900
2434,511923,平昌县,,pingchangxian,1,511900
2435,512000,资阳市,,ziyangshi,FALSE,510000
2436,512002,雁江区,,yanjiangqu,1,512000
2437,512021,安岳县,,anyuexian,1,512000
2438,512022,乐至县,,lezhixian,1,512000
2439,512081,简阳市,,jianyangshi,1,512000
2440,513200,阿坝藏族羌族自治州,,abacangzuqiangzuzizhizhou,FALSE,510000
2441,513221,汶川县,,chuanxian,1,513200
2442,513232,若尔盖县,,ruoergaixian,1,513200
2443,513231,阿坝县,,abaxian,1,513200
2444,513230,壤塘县,,rangtangxian,1,513200
2445,513229,马尔康县,,maerkangxian,1,513200
2446,513228,黑水县,,heishuixian,1,513200
