ID,division,name,engName,pinyinName,bottom,superior
2447,513227,小金县,,xiaojinxian,1,513200
2448,513226,金川县,,jinchuanxian,1,513200
2449,513225,九寨沟县,,jiuzhaigouxian,1,513200
2450,513224,松潘县,,songpanxian,1,513200
2451,513223,茂县,,maoxian,1,513200
2452,513222,理县,,lixian,1,513200
2453,513233,红原县,,hongyuanxian,1,513200
2454,513300,甘孜藏族自治州,,ganzicangzuzizhizhou,FALSE,510000
2455,513321,康定县,,kangdingxian,1,513300
2456,513337,稻城县,,daochengxian,1,513300
2457,513336,乡城县,,xiangchengxian,1,513300
2458,513335,巴塘县,,batangxian,1,513300
2459,513334,理塘县,,litangxian,1,513300
2460,513333,色达县,,sedaxian,1,513300
2461,513332,石渠县,,shiquxian,1,513300
2462,513331,白玉县,,baiyuxian,1,513300
2463,513330,德格县,,degexian,1,513300
2464,513329,新龙县,,xinlongxian,1,513300
2465,513328,甘孜县,,ganzixian,1,513300
2466,513327,炉霍县,,luhuoxian,1,513300
2467,513326,道孚县,,daoxian,1,513300
2468,513325,雅江县,,yajiangxian,1,513300
2469,513324,九龙县,,jiulongxian,1,513300
2470,513323,丹巴县,,danbaxian,1,513300
2471,513322,泸定县,,dingxian,1,513300
2472,513338,得荣县,,derongxian,1,513300
2473,513400,凉山彝族自治州,,liangshanyizuzizhizhou,FALSE,510000
2474,513401,西昌市,,xichangshi,1,513400
2475,513436,美姑县,,meiguxian,1,513400
2476,513435,甘洛县,,ganluoxian,1,513400
2477,513434,越西县,,yuexixian,1,513400
2478,513433,冕宁县,,mianningxian,1,513400
2479,513432,喜德县,,xidexian,1,513400
2480,513431,昭觉县,,zhaojuexian,1,513400
2481,513430,金阳县,,jinyangxian,1,513400
2482,513429,布拖县,,butuoxian,1,513400
2483,513428,普格县,,pugexian,1,513400
2484,513427,宁南县,,ningnanxian,1,513400
2485,513426,会东县,,huidongxian,1,513400
2486,513425,会理县,,huilixian,1,513400
2487,513424,德昌县,,dechangxian,1,513400
2488,513423,盐源县,,yanyuanxian,1,513400
2489,513422,木里藏族自治县,,mulicangzuzizhixian,1,513400
2490,513437,雷波县,,leiboxian,1,513400
2491,520000,贵州,,guizhou,FALSE,0
2492,520100,贵阳市,,guiyangshi,FALSE,520000
2493,520102,南明区,,nanmingqu,1,520100
2494,520123,修文县,,xiuwenxian,1,520100
2495,520122,息烽县,,xifengxian,1,520100
2496,520121,开阳县,,kaiyangxian,1,520100
2497,520114,小河区,,xiaohequ,1,520100
2498,520113,白云区,,baiyunqu,1,520100
2499,520112,乌当区,,wudangqu,1,520100
2500,520111,花溪区,,huaxiqu,1,520100
2501,520103,云岩区,,yunyanqu,1,520100
2502,520181,清镇市,,qingzhenshi,1,520100
2503,520200,六盘水市,,liupanshuishi,FALSE,520000
2504,520203,六枝特区,,liuzhitequ,1,520200
2505,520221,水城县,,shuichengxian,1,520200
2506,520222,盘县,,panxian,1,520200
2507,520201,钟山区,,zhongshanqu,1,520200
2508,520300,遵义市,,zunyishi,FALSE,520000
2509,520302,红花岗区,,honghuagangqu,1,520300
2510,520381,赤水市,,chishuishi,1,520300
2511,520330,习水县,,xishuixian,1,520300
2512,520329,余庆县,,yuqingxian,1,520300
2513,520328,湄潭县,,tanxian,1,520300
2514,520327,凤冈县,,fenggangxian,1,520300
2515,520326,务川仡佬族苗族自治县,,wuchuanlaozumiaozuzizhixian,1,520300
2516,520325,道真仡佬族苗族自治县,,daozhenlaozumiaozuzizhixian,1,520300
2517,520324,正安县,,zhenganxian,1,520300
2518,520323,绥阳县,,suiyangxian,1,520300
2519,520322,桐梓县,,tongxian,1,520300
2520,520321,遵义县,,zunyixian,1,520300
2521,520303,汇川区,,huichuanqu,1,520300
2522,520382,仁怀市,,renhuaishi,1,520300
2523,520400,安顺市,,anshunshi,FALSE,520000
2524,520402,西秀区,,xixiuqu,1,520400
2525,520421,平坝县,,pingbaxian,1,520400
2526,520422,普定县,,pudingxian,1,520400
2527,520423,镇宁布依族苗族自治县,,zhenningbuyizumiaozuzizhixian,1,520400
2528,520424,关岭布依族苗族自治县,,guanlingbuyizumiaozuzizhixian,1,520400
2529,520425,紫云苗族布依族自治县,,ziyunmiaozubuyizuzizhixian,1,520400
2530,522200,铜仁地区,,tongrendiqu,FALSE,520000
2531,522201,铜仁市,,tongrenshi,1,522200
2532,522229,松桃苗族自治县,,songtaomiaozuzizhixian,1,522200
2533,522228,沿河土家族自治县,,yanhetujiazuzizhixian,1,522200
2534,522227,德江县,,dejiangxian,1,522200
2535,522226,印江土家族苗族自治县,,yinjiangtujiazumiaozuzizhixian,1,522200
2536,522225,思南县,,sinanxian,1,522200
2537,522224,石阡县,,shixian,1,522200
2538,522223,玉屏侗族自治县,,yupingdongzuzizhixian,1,522200
2539,522222,江口县,,jiangkouxian,1,522200
2540,522230,万山特区,,wanshantequ,1,522200
2541,522300,黔西南布依族苗族自治州,,qianxinanbuyizumiaozuzizhizhou,FALSE,520000
2542,522301,兴义市,,xingyishi,1,522300
2543,522322,兴仁县,,xingrenxian,1,522300
2544,522323,普安县,,puanxian,1,522300
2545,522324,晴隆县,,qinglongxian,1,522300
2546,522325,贞丰县,,zhenfengxian,1,522300
2547,522326,望谟县,,wangxian,1,522300
2548,522327,册亨县,,cehengxian,1,522300
2549,522328,安龙县,,anlongxian,1,522300
2550,522400,毕节地区,,bijiediqu,FALSE,520000
2551,522401,毕节市,,bijieshi,1,522400
2552,522422,大方县,,dafangxian,1,522400
2553,522423,黔西县,,qianxixian,1,522400
2554,522424,金沙县,,jinshaxian,1,522400
2555,522425,织金县,,zhijinxian,1,522400
2556,522426,纳雍县,,nayongxian,1,522400
2557,522427,威宁彝族回族苗族自治县,,weiningyizuhuizumiaozuzizhixian,1,522400
2558,522428,赫章县,,hezhangxian,1,522400
2559,522600,黔东南苗族侗族自治州,,qiandongnanmiaozudongzuzizhizhou,FALSE,520000
2560,522601,凯里市,,kailishi,1,522600
2561,522635,麻江县,,majiangxian,1,522600
2562,522634,雷山县,,leishanxian,1,522600
2563,522633,从江县,,congjiangxian,1,522600
2564,522632,榕江县,,jiangxian,1,522600
2565,522631,黎平县,,lipingxian,1,522600
2566,522630,台江县,,taijiangxian,1,522600
2567,522629,剑河县,,jianhexian,1,522600
2568,522628,锦屏县,,jinpingxian,1,522600
2569,522627,天柱县,,tianzhuxian,1,522600
2570,522626,岑巩县,,gongxian,1,522600
2571,522625,镇远县,,zhenyuanxian,1,522600
2572,522624,三穗县,,sansuixian,1,522600
2573,522623,施秉县,,shibingxian,1,522600
2574,522622,黄平县,,huangpingxian,1,522600
2575,522636,丹寨县,,danzhaixian,1,522600
2576,522700,黔南布依族苗族自治州,,qiannanbuyizumiaozuzizhizhou,FALSE,520000
2577,522701,都匀市,,duyunshi,1,522700
2578,522731,惠水县,,huishuixian,1,522700
2579,522730,龙里县,,longlixian,1,522700
2580,522729,长顺县,,changshunxian,1,522700
2581,522728,罗甸县,,luodianxian,1,522700
2582,522727,平塘县,,pingtangxian,1,522700
2583,522726,独山县,,dushanxian,1,522700
2584,522725,瓮安县,,wenganxian,1,522700
2585,522723,贵定县,,guidingxian,1,522700
2586,522722,荔波县,,liboxian,1,522700
2587,522702,福泉市,,fuquanshi,1,522700
2588,522732,三都水族自治县,,sandushuizuzizhixian,1,522700
2589,530000,云南,,yunnan,FALSE,0
2590,530100,昆明市,,kunmingshi,FALSE,530000
2591,530102,五华区,,wuhuaqu,1,530100
2592,530129,寻甸回族彝族自治县,,xundianhuizuyizuzizhixian,1,530100
2593,530128,禄劝彝族苗族自治县,,luquanyizumiaozuzizhixian,1,530100
2594,530127,嵩明县,,mingxian,1,530100
2595,530126,石林彝族自治县,,shilinyizuzizhixian,1,530100
2596,530125,宜良县,,yiliangxian,1,530100
2597,530124,富民县,,fuminxian,1,530100
2598,530122,晋宁县,,jinningxian,1,530100
2599,530121,呈贡县,,chenggongxian,1,530100
2600,530113,东川区,,dongchuanqu,1,530100
2601,530112,西山区,,xishanqu,1,530100
2602,530111,官渡区,,guanduqu,1,530100
2603,530103,盘龙区,,panlongqu,1,530100
2604,530181,安宁市,,anningshi,1,530100
2605,530300,曲靖市,,qujingshi,FALSE,530000
2606,530302,麒麟区,,qu,1,530300
2607,530321,马龙县,,malongxian,1,530300
2608,530322,陆良县,,luliangxian,1,530300
2609,530323,师宗县,,shizongxian,1,530300
2610,530324,罗平县,,luopingxian,1,530300
2611,530325,富源县,,fuyuanxian,1,530300
2612,530326,会泽县,,huizexian,1,530300
2613,530328,沾益县,,zhanyixian,1,530300
2614,530381,宣威市,,xuanweishi,1,530300
2615,530400,玉溪市,,yuxishi,FALSE,530000
2616,530402,红塔区,,hongtaqu,1,530400
2617,530421,江川县,,jiangchuanxian,1,530400
2618,530422,澄江县,,chengjiangxian,1,530400
2619,530423,通海县,,tonghaixian,1,530400
2620,530424,华宁县,,huaningxian,1,530400
2621,530425,易门县,,yimenxian,1,530400
2622,530426,峨山彝族自治县,,eshanyizuzizhixian,1,530400
2623,530427,新平彝族傣族自治县,,xinpingyizudaizuzizhixian,1,530400
2624,530428,元江哈尼族彝族傣族自治县,,yuanjianghanizuyizudaizuzizhixian,1,530400
2625,530500,保山市,,baoshanshi,FALSE,530000
2626,530502,隆阳区,,longyangqu,1,530500
2627,530521,施甸县,,shidianxian,1,530500
2628,530522,腾冲县,,tengchongxian,1,530500
2629,530523,龙陵县,,longlingxian,1,530500
2630,530524,昌宁县,,changningxian,1,530500
2631,530600,昭通市,,zhaotongshi,FALSE,530000
2632,530602,昭阳区,,zhaoyangqu,1,530600
2633,530629,威信县,,weixinxian,1,530600
2634,530628,彝良县,,yiliangxian,1,530600
2635,530627,镇雄县,,zhenxiongxian,1,530600
2636,530626,绥江县,,suijiangxian,1,530600
2637,530625,永善县,,yongshanxian,1,530600
2638,530624,大关县,,daguanxian,1,530600
2639,530623,盐津县,,yanjinxian,1,530600
2640,530622,巧家县,,qiaojiaxian,1,530600
2641,530621,鲁甸县,,ludianxian,1,530600
2642,530630,水富县,,shuifuxian,1,530600
2643,530700,丽江市,,lijiangshi,FALSE,530000
2644,530702,古城区,,guchengqu,1,530700
2645,530721,玉龙纳西族自治县,,yulongnaxizuzizhixian,1,530700
2646,530722,永胜县,,yongshengxian,1,530700
2647,530723,华坪县,,huapingxian,1,530700
2648,530724,宁蒗彝族自治县,,ningyizuzizhixian,1,530700
2649,530800,普洱市,,puershi,FALSE,530000
2650,530802,思茅区,,simaoqu,1,530800
2651,530828,澜沧拉祜族自治县,,lancanglazuzizhixian,1,530800
2652,530827,孟连傣族拉祜族佤族自治县,,mengliandaizulazuzuzizhixian,1,530800
2653,530826,江城哈尼族彝族自治县,,jiangchenghanizuyizuzizhixian,1,530800
2654,530825,镇沅彝族哈尼族拉祜族自治县,,zhenyizuhanizulazuzizhixian,1,530800
2655,530824,景谷傣族彝族自治县,,jinggudaizuyizuzizhixian,1,530800
2656,530823,景东彝族自治县,,jingdongyizuzizhixian,1,530800
2657,530822,墨江哈尼族自治县,,mojianghanizuzizhixian,1,530800
2658,530821,宁洱哈尼族彝族自治县,,ningerhanizuyizuzizhixian,1,530800
2659,530829,西盟佤族自治县,,ximengzuzizhixian,1,530800
2660,530900,临沧市,,lincangshi,FALSE,530000
2661,530902,临翔区,,linxiangqu,1,530900
2662,530921,凤庆县,,fengqingxian,1,530900
2663,530922,云县,,yunxian,1,530900
2664,530923,永德县,,yongdexian,1,530900
2665,530924,镇康县,,zhenkangxian,1,530900
2666,530925,双江拉祜族佤族布朗族傣族自治县,,shuangjianglazuzubulangzudaizuzizhixian,1,530900
2667,530926,耿马傣族佤族自治县,,gengmadaizuzuzizhixian,1,530900
2668,530927,沧源佤族自治县,,cangyuanzuzizhixian,1,530900
2669,532300,楚雄彝族自治州,,chuxiongyizuzizhizhou,FALSE,530000
2670,532301,楚雄市,,chuxiongshi,1,532300
2671,532329,武定县,,wudingxian,1,532300
2672,532328,元谋县,,yuanmouxian,1,532300
2673,532327,永仁县,,yongrenxian,1,532300
2674,532326,大姚县,,dayaoxian,1,532300
2675,532325,姚安县,,yaoanxian,1,532300
2676,532324,南华县,,nanhuaxian,1,532300
2677,532323,牟定县,,moudingxian,1,532300
2678,532322,双柏县,,shuangbaixian,1,532300
2679,532331,禄丰县,,lufengxian,1,532300
2680,532500,红河哈尼族彝族自治州,,honghehanizuyizuzizhizhou,FALSE,530000
2681,532501,个旧市,,gejiushi,1,532500
2682,532531,绿春县,,lvchunxian,1,532500
2683,532530,金平苗族瑶族傣族自治县,,jinpingmiaozuyaozudaizuzizhixian,1,532500
2684,532529,红河县,,honghexian,1,532500
2685,532528,元阳县,,yuanyangxian,1,532500
2686,532527,泸西县,,xixian,1,532500
2687,532526,弥勒县,,milexian,1,532500
2688,532525,石屏县,,shipingxian,1,532500
2689,532524,建水县,,jianshuixian,1,532500
2690,532523,屏边苗族自治县,,pingbianmiaozuzizhixian,1,532500
2691,532522,蒙自县,,mengzixian,1,532500
2692,532502,开远市,,kaiyuanshi,1,532500
2693,532532,河口瑶族自治县,,hekouyaozuzizhixian,1,532500
2694,532600,文山壮族苗族自治州,,wenshanzhuangzumiaozuzizhizhou,FALSE,530000
2695,532621,文山县,,wenshanxian,1,532600
2696,532622,砚山县,,yanshanxian,1,532600
2697,532623,西畴县,,xichouxian,1,532600
2698,532624,麻栗坡县,,malipoxian,1,532600
2699,532625,马关县,,maguanxian,1,532600
2700,532626,丘北县,,qiubeixian,1,532600
2701,532627,广南县,,guangnanxian,1,532600
2702,532628,富宁县,,funingxian,1,532600
2703,532800,西双版纳傣族自治州,,xishuangbannadaizuzizhizhou,FALSE,530000
2704,532801,景洪市,,jinghongshi,1,532800
2705,532822,勐海县,,haixian,1,532800
2706,532823,勐腊县,,laxian,1,532800
2707,532900,大理白族自治州,,dalibaizuzizhizhou,FALSE,530000
2708,532901,大理市,,dalishi,1,532900
2709,532931,剑川县,,jianchuanxian,1,532900
2710,532930,洱源县,,eryuanxian,1,532900
2711,532929,云龙县,,yunlongxian,1,532900
2712,532928,永平县,,yongpingxian,1,532900
2713,532927,巍山彝族回族自治县,,weishanyizuhuizuzizhixian,1,532900
2714,532926,南涧彝族自治县,,nanjianyizuzizhixian,1,532900
2715,532925,弥渡县,,miduxian,1,532900
2716,532924,宾川县,,binchuanxian,1,532900
2717,532923,祥云县,,xiangyunxian,1,532900
2718,532922,漾濞彝族自治县,,yangyizuzizhixian,1,532900
2719,532932,鹤庆县,,heqingxian,1,532900
2720,533100,德宏傣族景颇族自治州,,dehongdaizujingpozuzizhizhou,FALSE,530000
2721,533102,瑞丽市,,ruilishi,1,533100
2722,533103,潞西市,,luxishi,1,533100
2723,533122,梁河县,,lianghexian,1,533100
2724,533123,盈江县,,yingjiangxian,1,533100
2725,533124,陇川县,,longchuanxian,1,533100
2726,533300,怒江傈僳族自治州,,nujianglisuzuzizhizhou,FALSE,530000
2727,533321,泸水县,,shuixian,1,533300
2728,533323,福贡县,,fugongxian,1,533300
2729,533324,贡山独龙族怒族自治县,,gongshandulongzunuzuzizhixian,1,533300
2730,533325,兰坪白族普米族自治县,,lanpingbaizupumizuzizhixian,1,533300
2731,533400,迪庆藏族自治州,,diqingcangzuzizhizhou,FALSE,530000
2732,533421,香格里拉县,,xianggelilaxian,1,533400
2733,533422,德钦县,,deqinxian,1,533400
2734,533423,维西傈僳族自治县,,weixilisuzuzizhixian,1,533400
2735,540000,西藏,,xicang,FALSE,0
2736,540100,拉萨市,,lasashi,FALSE,540000
2737,540102,城关区,,chengguanqu,1,540100
2738,540121,林周县,,linzhouxian,1,540100
2739,540122,当雄县,,dangxiongxian,1,540100
2740,540123,尼木县,,nimuxian,1,540100
2741,540124,曲水县,,qushuixian,1,540100
2742,540125,堆龙德庆县,,duilongdeqingxian,1,540100
2743,540126,达孜县,,dazixian,1,540100
2744,540127,墨竹工卡县,,mozhugongkaxian,1,540100
2745,542100,昌都地区,,changdudiqu,FALSE,540000
2746,542121,昌都县,,changduxian,1,542100
2747,542132,洛隆县,,luolongxian,1,542100
2748,542129,芒康县,,mangkangxian,1,542100
2749,542128,左贡县,,zuogongxian,1,542100
2750,542127,八宿县,,basuxian,1,542100
2751,542126,察雅县,,chayaxian,1,542100
2752,542125,丁青县,,dingqingxian,1,542100
2753,542124,类乌齐县,,leiwuqixian,1,542100
2754,542123,贡觉县,,gongjuexian,1,542100
2755,542122,江达县,,jiangdaxian,1,542100
2756,542133,边坝县,,bianbaxian,1,542100
2757,542200,山南地区,,shannandiqu,FALSE,540000
2758,542221,乃东县,,naidongxian,1,542200
2759,542232,错那县,,cuonaxian,1,542200
2760,542231,隆子县,,longzixian,1,542200
2761,542229,加查县,,jiachaxian,1,542200
2762,542228,洛扎县,,luozhaxian,1,542200
2763,542227,措美县,,cuomeixian,1,542200
2764,542226,曲松县,,qusongxian,1,542200
2765,542225,琼结县,,qiongjiexian,1,542200
2766,542224,桑日县,,sangrixian,1,542200
2767,542223,贡嘎县,,gonggaxian,1,542200
2768,542222,扎囊县,,zhanangxian,1,542200
2769,542233,浪卡子县,,langkazixian,1,542200
2770,542300,日喀则地区,,rikazediqu,FALSE,540000
2771,542301,日喀则市,,rikazeshi,1,542300
2772,542337,萨嘎县,,sagaxian,1,542300
2773,542336,聂拉木县,,nielamuxian,1,542300
2774,542335,吉隆县,,jilongxian,1,542300
2775,542334,亚东县,,yadongxian,1,542300
2776,542333,仲巴县,,zhongbaxian,1,542300
2777,542332,定结县,,dingjiexian,1,542300
2778,542331,康马县,,kangmaxian,1,542300
2779,542330,仁布县,,renbuxian,1,542300
2780,542329,白朗县,,bailangxian,1,542300
2781,542328,谢通门县,,xietongmenxian,1,542300
2782,542327,昂仁县,,angrenxian,1,542300
2783,542326,拉孜县,,lazixian,1,542300
2784,542325,萨迦县,,saxian,1,542300
2785,542324,定日县,,dingrixian,1,542300
2786,542323,江孜县,,jiangzixian,1,542300
2787,542322,南木林县,,nanmulinxian,1,542300
2788,542338,岗巴县,,gangbaxian,1,542300
2789,542400,那曲地区,,naqudiqu,FALSE,540000
2790,542421,那曲县,,naquxian,1,542400
2791,542429,巴青县,,baqingxian,1,542400
2792,542428,班戈县,,bangexian,1,542400
2793,542427,索县,,suoxian,1,542400
2794,542426,申扎县,,shenzhaxian,1,542400
2795,542425,安多县,,anduoxian,1,542400
2796,542424,聂荣县,,nierongxian,1,542400
2797,542423,比如县,,biruxian,1,542400
2798,542422,嘉黎县,,jialixian,1,542400
2799,542430,尼玛县,,nimaxian,1,542400
2800,542500,阿里地区,,alidiqu,FALSE,540000
2801,542521,普兰县,,pulanxian,1,542500
2802,542522,札达县,,zhadaxian,1,542500
2803,542523,噶尔县,,gaerxian,1,542500
2804,542524,日土县,,rituxian,1,542500
2805,542525,革吉县,,gejixian,1,542500
2806,542526,改则县,,gaizexian,1,542500
2807,542527,措勤县,,cuoqinxian,1,542500
2808,542600,林芝地区,,linzhidiqu,FALSE,540000
2809,542621,林芝县,,linzhixian,1,542600
2810,542622,工布江达县,,gongbujiangdaxian,1,542600
2811,542623,米林县,,milinxian,1,542600
2812,542624,墨脱县,,motuoxian,1,542600
2813,542625,波密县,,bomixian,1,542600
2814,542626,察隅县,,chayuxian,1,542600
2815,542627,朗县,,langxian,1,542600
2816,610000,陕西,,shanxi,FALSE,0
2817,610100,西安市,,xianshi,FALSE,610000
2818,610102,新城区,,xinchengqu,1,610100
2819,610125,户县,,huxian,1,610100
2820,610124,周至县,,zhouzhixian,1,610100
2821,610122,蓝田县,,lantianxian,1,610100
2822,610116,长安区,,changanqu,1,610100
2823,610115,临潼区,,linqu,1,610100
2824,610114,阎良区,,yanliangqu,1,610100
2825,610113,雁塔区,,yantaqu,1,610100
2826,610112,未央区,,weiyangqu,1,610100
2827,610111,灞桥区,,qiaoqu,1,610100
2828,610104,莲湖区,,lianhuqu,1,610100
2829,610103,碑林区,,beilinqu,1,610100
2830,610126,高陵县,,gaolingxian,1,610100
2831,610200,铜川市,,tongchuanshi,FALSE,610000
2832,610202,王益区,,wangyiqu,1,610200
2833,610203,印台区,,yintaiqu,1,610200
2834,610204,耀州区,,yaozhouqu,1,610200
2835,610222,宜君县,,yijunxian,1,610200
2836,610300,宝鸡市,,baojishi,FALSE,610000
2837,610302,渭滨区,,weibinqu,1,610300
2838,610330,凤县,,fengxian,1,610300
2839,610329,麟游县,,youxian,1,610300
2840,610328,千阳县,,qianyangxian,1,610300
2841,610327,陇县,,longxian,1,610300
2842,610326,眉县,,meixian,1,610300
2843,610324,扶风县,,fufengxian,1,610300
2844,610323,岐山县,,shanxian,1,610300
2845,610322,凤翔县,,fengxiangxian,1,610300
2846,610304,陈仓区,,chencangqu,1,610300
2847,610303,金台区,,jintaiqu,1,610300
2848,610331,太白县,,taibaixian,1,610300
2849,610400,咸阳市,,xianyangshi,FALSE,610000
2850,610402,秦都区,,qinduqu,1,610400
2851,610431,武功县,,wugongxian,1,610400
2852,610430,淳化县,,chunhuaxian,1,610400
2853,610429,旬邑县,,xunyixian,1,610400
2854,610428,长武县,,changwuxian,1,610400
2855,610427,彬县,,binxian,1,610400
2856,610426,永寿县,,yongshouxian,1,610400
2857,610425,礼泉县,,liquanxian,1,610400
2858,610424,乾县,,qianxian,1,610400
2859,610423,泾阳县,,yangxian,1,610400
2860,610422,三原县,,sanyuanxian,1,610400
2861,610404,渭城区,,weichengqu,1,610400
2862,610403,杨陵区,,yanglingqu,1,610400
2863,610481,兴平市,,xingpingshi,1,610400
2864,610500,渭南市,,weinanshi,FALSE,610000
2865,610502,临渭区,,linweiqu,1,610500
2866,610581,韩城市,,hanchengshi,1,610500
2867,610528,富平县,,fupingxian,1,610500
2868,610527,白水县,,baishuixian,1,610500
2869,610526,蒲城县,,puchengxian,1,610500
2870,610525,澄城县,,chengchengxian,1,610500
2871,610524,合阳县,,heyangxian,1,610500
2872,610523,大荔县,,dalixian,1,610500
2873,610522,潼关县,,guanxian,1,610500
2874,610521,华县,,huaxian,1,610500
2875,610582,华阴市,,huayinshi,1,610500
2876,610600,延安市,,yananshi,FALSE,610000
2877,610602,宝塔区,,baotaqu,1,610600
2878,610631,黄龙县,,huanglongxian,1,610600
2879,610630,宜川县,,yichuanxian,1,610600
2880,610629,洛川县,,luochuanxian,1,610600
2881,610628,富县,,fuxian,1,610600
2882,610627,甘泉县,,ganquanxian,1,610600
2883,610626,吴起县,,wuqixian,1,610600
2884,610625,志丹县,,zhidanxian,1,610600
2885,610624,安塞县,,ansaixian,1,610600
2886,610623,子长县,,zichangxian,1,610600
2887,610622,延川县,,yanchuanxian,1,610600
2888,610621,延长县,,yanchangxian,1,610600
2889,610632,黄陵县,,huanglingxian,1,610600
2890,610700,汉中市,,hanzhongshi,FALSE,610000
2891,610702,汉台区,,hantaiqu,1,610700
2892,610729,留坝县,,liubaxian,1,610700
2893,610728,镇巴县,,zhenbaxian,1,610700
2894,610727,略阳县,,lueyangxian,1,610700
2895,610726,宁强县,,ningqiangxian,1,610700
2896,610725,勉县,,mianxian,1,610700
2897,610724,西乡县,,xixiangxian,1,610700
2898,610723,洋县,,yangxian,1,610700
2899,610722,城固县,,chengguxian,1,610700
2900,610721,南郑县,,nanzhengxian,1,610700
2901,610730,佛坪县,,fopingxian,1,610700
2902,610800,榆林市,,yulinshi,FALSE,610000
2903,610802,榆阳区,,yuyangqu,1,610800
2904,610830,清涧县,,qingjianxian,1,610800
2905,610829,吴堡县,,wubaoxian,1,610800
2906,610828,佳县,,jiaxian,1,610800
2907,610827,米脂县,,mizhixian,1,610800
2908,610826,绥德县,,suidexian,1,610800
2909,610825,定边县,,dingbianxian,1,610800
2910,610824,靖边县,,jingbianxian,1,610800
2911,610823,横山县,,hengshanxian,1,610800
2912,610822,府谷县,,fuguxian,1,610800
2913,610821,神木县,,shenmuxian,1,610800
2914,610831,子洲县,,zizhouxian,1,610800
2915,610900,安康市,,ankangshi,FALSE,610000
2916,610902,汉滨区,,hanbinqu,1,610900
2917,610928,旬阳县,,xunyangxian,1,610900
2918,610927,镇坪县,,zhenpingxian,1,610900
2919,610926,平利县,,pinglixian,1,610900
2920,610925,岚皋县,,gaoxian,1,610900
2921,610924,紫阳县,,ziyangxian,1,610900
2922,610923,宁陕县,,ningshanxian,1,610900
2923,610922,石泉县,,shiquanxian,1,610900
2924,610921,汉阴县,,hanyinxian,1,610900
2925,610929,白河县,,baihexian,1,610900
2926,611000,商洛市,,shangluoshi,FALSE,610000
2927,611002,商州区,,shangzhouqu,1,611000
2928,611021,洛南县,,luonanxian,1,611000
2929,611022,丹凤县,,danfengxian,1,611000
2930,611023,商南县,,shangnanxian,1,611000
2931,611024,山阳县,,shanyangxian,1,611000
2932,611025,镇安县,,zhenanxian,1,611000
2933,611026,柞水县,,zuoshuixian,1,611000
2934,620000,甘肃,,gansu,FALSE,0
2935,620100,兰州市,,lanzhoushi,FALSE,620000
2936,620102,城关区,,chengguanqu,1,620100
2937,620103,七里河区,,qilihequ,1,620100
2938,620104,西固区,,xiguqu,1,620100
2939,620105,安宁区,,anningqu,1,620100
2940,620111,红古区,,hongguqu,1,620100
2941,620121,永登县,,yongdengxian,1,620100
2942,620122,皋兰县,,gaolanxian,1,620100
2943,620123,榆中县,,yuzhongxian,1,620100
2944,620200,嘉峪关市,,jiayuguanshi,1,620000
2945,620300,金昌市,,jinchangshi,FALSE,620000
2946,620302,金川区,,jinchuanqu,1,620300
2947,620321,永昌县,,yongchangxian,1,620300
2948,620400,白银市,,baiyinshi,FALSE,620000
2949,620402,白银区,,baiyinqu,1,620400
2950,620403,平川区,,pingchuanqu,1,620400
2951,620421,靖远县,,jingyuanxian,1,620400
2952,620422,会宁县,,huiningxian,1,620400
2953,620423,景泰县,,jingtaixian,1,620400
2954,620500,天水市,,tianshuishi,FALSE,620000
2955,620502,秦州区,,qinzhouqu,1,620500
2956,620503,麦积区,,maijiqu,1,620500
2957,620521,清水县,,qingshuixian,1,620500
2958,620522,秦安县,,qinanxian,1,620500
2959,620523,甘谷县,,ganguxian,1,620500
2960,620524,武山县,,wushanxian,1,620500
2961,620525,张家川回族自治县,,zhangjiachuanhuizuzizhixian,1,620500
2962,620600,武威市,,wuweishi,FALSE,620000
2963,620602,凉州区,,liangzhouqu,1,620600
2964,620621,民勤县,,minqinxian,1,620600
2965,620622,古浪县,,gulangxian,1,620600
2966,620623,天祝藏族自治县,,tianzhucangzuzizhixian,1,620600
2967,620700,张掖市,,zhangyeshi,FALSE,620000
2968,620702,甘州区,,ganzhouqu,1,620700
2969,620721,肃南裕固族自治县,,sunanyuguzuzizhixian,1,620700
2970,620722,民乐县,,minlexian,1,620700
2971,620723,临泽县,,linzexian,1,620700
2972,620724,高台县,,gaotaixian,1,620700
2973,620725,山丹县,,shandanxian,1,620700
2974,620800,平凉市,,pingliangshi,FALSE,620000
2975,620802,崆峒区,,qu,1,620800
2976,620821,泾川县,,chuanxian,1,620800
2977,620822,灵台县,,lingtaixian,1,620800
2978,620823,崇信县,,chongxinxian,1,620800
2979,620824,华亭县,,huatingxian,1,620800
2980,620825,庄浪县,,zhuanglangxian,1,620800
2981,620826,静宁县,,jingningxian,1,620800
2982,620900,酒泉市,,jiuquanshi,FALSE,620000
2983,620902,肃州区,,suzhouqu,1,620900
2984,620921,金塔县,,jintaxian,1,620900
2985,620922,瓜州县,,guazhouxian,1,620900
2986,620923,肃北蒙古族自治县,,subeimengguzuzizhixian,1,620900
2987,620924,阿克塞哈萨克族自治县,,akesaihasakezuzizhixian,1,620900
2988,620981,玉门市,,yumenshi,1,620900
2989,620982,敦煌市,,dunhuangshi,1,620900
2990,621000,庆阳市,,qingyangshi,FALSE,620000
2991,621002,西峰区,,xifengqu,1,621000
