V01000 V04001 V04002 V04003 V10004 V10201 V10202 V12001 V12052 V12053 V13004 V13003 V13007 V13201 V13241 V13242 V11002 V11042 V11212 V11041 V11043 V14032
58362 2014 9 21 10134 10147 10117 237 264 214 215 74 55 0 32766 34 38 64 4 112 4 97 
58362 2014 9 22 10120 10151 10096 231 239 222 235 83 71 11 32766 24 52 80 4 140 4 0 
58362 2014 9 23 10040 10103 9997 239 245 235 279 95 89 368 32766 18 47 83 4 152 3 0 
58362 2014 9 24 10113 10143 10048 234 266 222 241 84 64 15 32766 18 33 66 13 110 14 32 
58362 2014 9 25 10153 10168 10142 230 269 182 218 79 55 0 32766 30 12 37 2 55 2 95 
58362 2014 9 26 10139 10156 10127 236 270 203 227 79 61 0 32766 33 17 43 4 90 7 80 
58362 2014 9 27 10143 10158 10128 248 283 223 251 80 66 0 32766 25 26 42 4 71 6 33 
58362 2014 9 28 10128 10150 10106 253 292 224 242 76 57 0 32766 38 30 50 6 92 6 103 
58362 2014 9 29 10098 10129 10080 256 309 233 267 81 67 0 32766 29 30 53 15 111 14 50 
58362 2014 9 30 10174 10197 10129 210 237 191 197 79 61 4 32766 40 35 57 1 120 1 10 
58362 2014 10 1 10167 10200 10139 206 237 182 163 68 53 0 32766 33 25 40 1 76 1 76 
58362 2014 10 2 10121 10152 10102 224 271 173 189 72 44 0 32766 33 14 36 14 64 14 86 
58362 2014 10 3 10152 10170 10129 216 246 194 175 68 48 0 32766 45 37 53 1 108 2 101 
58362 2014 10 4 10170 10184 10154 209 243 181 159 65 50 0 32766 47 33 53 2 97 1 103 
58362 2014 10 5 10183 10198 10167 217 251 194 178 70 49 0 32766 41 30 63 1 114 2 85 
58362 2014 10 6 10212 10227 10194 207 235 194 146 60 40 0 32766 52 29 55 16 110 16 89 
58362 2014 10 7 10213 10228 10199 205 240 166 133 56 41 0 32766 43 29 43 4 73 5 83 
58362 2014 10 8 10200 10217 10181 201 235 146 158 67 52 0 32766 36 22 44 4 73 2 73 
58362 2014 10 9 10181 10199 10168 210 244 156 158 64 55 0 32766 36 17 47 4 76 3 56 
58362 2014 10 10 10175 10192 10163 217 252 194 193 75 58 0 32766 29 29 44 3 74 2 49 
58362 2014 10 11 10175 10186 10166 219 253 200 212 81 67 0 32766 25 30 59 4 96 3 35 
58362 2014 10 12 10156 10184 10136 216 247 201 182 71 56 0 32766 41 55 77 16 158 16 67 
58362 2014 10 13 10186 10210 10149 185 210 167 121 57 41 0 32766 73 57 78 15 141 16 63 
58362 2014 10 14 10209 10222 10193 165 203 123 87 48 25 0 32766 60 30 59 14 132 16 101 
58362 2014 10 15 10203 10219 10182 158 219 89 93 55 27 0 32766 33 20 38 13 82 14 91 
58362 2014 10 16 10227 10242 10199 181 239 118 129 64 36 0 32766 27 21 41 4 67 4 45 
58362 2014 10 17 10223 10248 10200 202 241 174 142 60 38 0 32766 33 26 54 4 78 5 65 
58362 2014 10 18 10207 10223 10196 205 243 179 148 63 39 0 32766 36 23 43 6 86 5 85 
58362 2014 10 19 10174 10210 10149 224 268 187 187 70 47 0 32766 35 32 66 9 111 9 86 
58362 2014 10 20 10138 10162 10116 246 304 189 189 63 41 0 32766 27 18 40 10 66 8 86 
58362 2014 10 21 10140 10176 10111 219 250 190 203 77 63 0 32766 22 33 68 15 136 16 8 
58362 2014 10 22 10214 10229 10176 188 227 163 153 72 44 0 32766 39 28 58 15 121 16 69 
58362 2014 10 23 10208 10229 10184 179 228 126 143 72 38 0 32766 32 10 36 4 59 6 94 
58362 2014 10 24 10188 10203 10171 201 255 123 141 63 31 0 32766 35 21 35 8 61 9 98 
58362 2014 10 25 10181 10196 10164 208 263 153 159 67 37 0 32766 30 23 40 8 69 6 98 
58362 2014 10 26 10182 10200 10167 213 274 153 182 74 41 0 32766 21 15 35 4 53 5 90 
58362 2014 10 27 10242 10265 10200 180 206 159 150 73 54 0 32766 28 28 52 2 100 2 25 
58362 2014 10 28 10245 10267 10230 181 211 151 133 65 54 32700 32766 1 27 43 4 79 7 79 
58362 2014 10 29 10221 10243 10203 192 202 178 169 76 64 2 32766 2 16 46 6 76 6 0 
58362 2014 10 30 10177 10211 10153 202 213 191 213 90 82 38 32766 36 13 31 8 56 8 0 
58362 2014 10 31 10155 10177 10133 196 230 183 211 93 75 333 32766 11 11 33 14 55 14 0 
58362 2014 11 1 10163 10175 10148 184 196 175 179 85 78 18 32766 18 22 40 13 63 13 0 
